Patient [id=1, name=Gwenny Im, birthdate=2003-04-06, ssn=414-79-9429, primaryID=9, primaryName=Shirley Godwin, specialty=null, years=null, street=4521 Walnut Street, city=Chesapeake, state=CO, zipcode=31614]
Prescription [rxid=null, drugName=Motrin, quantity=38, patient_ssn=204-62-2127, patientName=Carrissa Kinchen, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zestoretic, quantity=25, patient_ssn=694-82-7633, patientName=Heida Bush, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Actos, quantity=93, patient_ssn=194-75-0240, patientName=Alicia Bondon, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lasix, quantity=64, patient_ssn=843-02-2414, patientName=Reba Zacarias, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klor-Con, quantity=69, patient_ssn=843-02-2414, patientName=Reba Zacarias, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Neurontin, quantity=77, patient_ssn=301-22-3838, patientName=Keely Kreiner, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Folic Acid, quantity=32, patient_ssn=411-92-1256, patientName=Abagail Croner, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Fosamax, quantity=66, patient_ssn=204-48-7436, patientName=Perle Crockett, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Bactrim DS, quantity=44, patient_ssn=214-33-7190, patientName=Ashli Grover, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vibramycin, quantity=64, patient_ssn=710-01-4658, patientName=Aline Duleba, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klonopin, quantity=51, patient_ssn=892-07-3171, patientName=Avis Sorensen, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Imdur, quantity=40, patient_ssn=846-33-1652, patientName=Davina Vivia, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Accuneb, quantity=82, patient_ssn=807-38-6097, patientName=Lynett Celisse, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Celexa, quantity=39, patient_ssn=424-23-9572, patientName=Bernadine Ratha, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zithromax, quantity=43, patient_ssn=334-33-6270, patientName=Anya Riannon, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Folic Acid, quantity=82, patient_ssn=181-25-3201, patientName=Danica Yerga, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mevacor, quantity=28, patient_ssn=854-93-3045, patientName=Leda Dielle, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Elavil, quantity=26, patient_ssn=278-56-5673, patientName=Suzanne Tama, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lyrica, quantity=21, patient_ssn=311-98-4897, patientName=Pat Landa, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Percocet, quantity=42, patient_ssn=412-83-0169, patientName=Carley Kellby, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Catapres, quantity=72, patient_ssn=885-15-4958, patientName=Melanie Sada, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Cipro, quantity=31, patient_ssn=871-94-6464, patientName=Danila Wind, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Soma, quantity=16, patient_ssn=883-17-4474, patientName=Delora Bonnes, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vibramycin, quantity=93, patient_ssn=823-59-9210, patientName=Kaile Culley, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=66, patient_ssn=397-44-9603, patientName=Joella Maryly, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Proair Proventil, quantity=38, patient_ssn=625-29-0485, patientName=Calli Beverlie, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Aldactone, quantity=2, patient_ssn=892-07-3171, patientName=Avis Sorensen, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mevacor, quantity=54, patient_ssn=285-11-3134, patientName=Crissy Torres, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lipitor, quantity=31, patient_ssn=318-14-1371, patientName=Devina Louisette, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flonase, quantity=79, patient_ssn=562-07-7927, patientName=Lind Lal, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Levaquin, quantity=67, patient_ssn=386-52-3650, patientName=Jeanne Jacinta, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Viagra, quantity=54, patient_ssn=886-10-7053, patientName=Jourdan Oliver, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Topamax, quantity=17, patient_ssn=287-03-0192, patientName=Mireille Lalittah, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Coreg, quantity=9, patient_ssn=572-57-3082, patientName=Corrina Bopp, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Deltasone, quantity=56, patient_ssn=435-28-7310, patientName=Eve Lambard, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flonase, quantity=97, patient_ssn=414-78-6667, patientName=Guinna Ambur, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zantac, quantity=55, patient_ssn=786-87-8699, patientName=Sharline Tiersten, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ambien, quantity=71, patient_ssn=608-67-9282, patientName=Marthe Schiff, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Desyrel, quantity=53, patient_ssn=562-12-0643, patientName=Tabitha Carlisle, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lantus, quantity=0, patient_ssn=883-41-4045, patientName=Lula Lucinda, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zyloprim, quantity=57, patient_ssn=194-75-0240, patientName=Alicia Bondon, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lortab, quantity=88, patient_ssn=784-70-2469, patientName=Koo Woodruff, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lyrica, quantity=44, patient_ssn=430-37-4198, patientName=Bettye Thamora, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Levoxl, quantity=89, patient_ssn=323-38-9817, patientName=Quintilla Garner, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zithromax, quantity=85, patient_ssn=249-76-9260, patientName=Juli Revkah, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prozac, quantity=65, patient_ssn=374-57-8220, patientName=Rahal Pozzy, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diflucan, quantity=6, patient_ssn=834-84-5025, patientName=Tarrah Disraeli, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Proair Proventil, quantity=44, patient_ssn=850-57-2937, patientName=Mireille Dovev, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Levaquin, quantity=56, patient_ssn=561-47-5896, patientName=Adey Koppel, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diabeta, quantity=50, patient_ssn=412-83-0169, patientName=Carley Kellby, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Allegra, quantity=0, patient_ssn=406-68-8472, patientName=Krystyna Millhon, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Proair Proventil, quantity=36, patient_ssn=416-77-5259, patientName=Cordelia Tichonn, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Protonix, quantity=5, patient_ssn=541-89-3563, patientName=Chlo Alton, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lortab, quantity=22, patient_ssn=301-22-3838, patientName=Keely Kreiner, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mevacor, quantity=20, patient_ssn=270-40-6986, patientName=Rasia Adigun, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vasotec, quantity=94, patient_ssn=185-95-4428, patientName=Kellie Tressa, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Viagra, quantity=62, patient_ssn=644-97-8778, patientName=Risa Rhodes, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tricor, quantity=58, patient_ssn=278-92-3866, patientName=Harriet Seabrooke, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zetia, quantity=53, patient_ssn=796-29-6505, patientName=Jenni Kozloski, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ambien, quantity=54, patient_ssn=671-97-3234, patientName=Shelley Philander, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Augmentin, quantity=36, patient_ssn=597-34-2633, patientName=Jordan Telfore, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Aldactone, quantity=80, patient_ssn=350-18-0267, patientName=Aurora Carey, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lotrel, quantity=51, patient_ssn=608-67-9282, patientName=Marthe Schiff, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Desyrel, quantity=51, patient_ssn=675-85-6483, patientName=Karyn Karna, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Keflex, quantity=51, patient_ssn=823-59-9210, patientName=Kaile Culley, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mobic, quantity=67, patient_ssn=204-48-7436, patientName=Perle Crockett, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Motrin, quantity=27, patient_ssn=520-48-0404, patientName=Conchita Micah, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Medrol, quantity=6, patient_ssn=599-05-1630, patientName=Vivien Chema, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Plavix, quantity=76, patient_ssn=342-09-7997, patientName=Melody Persse, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flexeril, quantity=50, patient_ssn=424-23-9572, patientName=Bernadine Ratha, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Dyazide, quantity=37, patient_ssn=532-18-5673, patientName=Bernelle Joyce, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diabeta, quantity=65, patient_ssn=498-37-8488, patientName=Shirleen Laval, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=39, patient_ssn=675-25-1772, patientName=Jaquenetta Byers, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Fosamax, quantity=8, patient_ssn=321-84-5580, patientName=Naomi Geithner, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klonopin, quantity=56, patient_ssn=310-86-8315, patientName=Darcey Hillinck, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vibramycin, quantity=41, patient_ssn=892-51-4998, patientName=Martita Santoro, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Bactrim DS, quantity=80, patient_ssn=417-88-4779, patientName=Dannie Rahm, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucotrol, quantity=8, patient_ssn=441-87-4071, patientName=Fayth Chaney, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Bactrim DS, quantity=84, patient_ssn=498-72-6181, patientName=Janette Danyelle, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucotrol, quantity=73, patient_ssn=796-29-6505, patientName=Jenni Kozloski, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tricor, quantity=7, patient_ssn=859-71-8414, patientName=Adriaens Seel, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucophage, quantity=39, patient_ssn=786-87-8699, patientName=Sharline Tiersten, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Nasonex, quantity=2, patient_ssn=263-44-8980, patientName=Deeyn Northway, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Cozaar, quantity=40, patient_ssn=550-75-2232, patientName=Stephine Casavant, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flomax, quantity=45, patient_ssn=472-33-4752, patientName=Emilie Waly, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Catapres, quantity=66, patient_ssn=181-25-3201, patientName=Danica Yerga, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Crestor, quantity=22, patient_ssn=746-22-2879, patientName=Deidre Frannie, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vasotec, quantity=79, patient_ssn=812-39-4226, patientName=Pepita Aleda, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Plavix, quantity=58, patient_ssn=336-18-3847, patientName=Janeta Caritta, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Medrol, quantity=70, patient_ssn=605-48-7512, patientName=Sidonnie Floeter, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Microzide, quantity=52, patient_ssn=464-44-5947, patientName=Deanna Haldas, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klor-Con, quantity=2, patient_ssn=336-09-5692, patientName=Dona Idonah, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Nexium, quantity=31, patient_ssn=661-46-1654, patientName=Aili Marthe, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Pravachol, quantity=94, patient_ssn=185-08-6311, patientName=Melli Marelda, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diovan, quantity=90, patient_ssn=424-23-9572, patientName=Bernadine Ratha, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Coreg, quantity=2, patient_ssn=785-32-1472, patientName=Imogen Katine, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Naprosyn, quantity=8, patient_ssn=123-09-3871, patientName=Florence Ambrosius, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tricor, quantity=73, patient_ssn=117-36-8683, patientName=Christye Meredeth, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Medrol, quantity=52, patient_ssn=334-46-6142, patientName=Devora Myrlene, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klor-Con, quantity=26, patient_ssn=334-72-5806, patientName=Madelena Susan, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Nasonex, quantity=22, patient_ssn=508-22-6196, patientName=Ekaterina Salot, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Amoxil, quantity=68, patient_ssn=757-36-4106, patientName=Jessika Richter, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Valium, quantity=19, patient_ssn=527-33-6468, patientName=Lauree Adine, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Protonix, quantity=20, patient_ssn=282-17-7914, patientName=Blakeley Pega, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Fosamax, quantity=86, patient_ssn=472-33-4752, patientName=Emilie Waly, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Xanax, quantity=49, patient_ssn=359-72-8280, patientName=Juliane Saunders, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mobic, quantity=27, patient_ssn=879-96-2647, patientName=Susette Legra, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucophage, quantity=97, patient_ssn=774-75-8810, patientName=Brittni Kazimir, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Celexa, quantity=22, patient_ssn=694-70-2028, patientName=Nydia Kerek, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
